CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
CO004357144,Monea FFT CSO,,,To be Determined,Undefined,Undefined,215619,348695,215619 348695,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002779469,Cuchulainn Court WwPS,,,To be Determined,UKGBNI1NB060608228,Forkhill River,299847,318586,299847 318586,Discharge Point Coordinates,,,,,,,
CO004357082,Derrycrin FFT CSO,,,To be Determined,Undefined,Undefined,292838,379699,292838 379699,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021702,Drummond Park WwPS,,,To be Determined,GBNI8NW017,Roe,263336,422231,263336 422231,Discharge Point Coordinates,,,,,,,
CO000984620,Dundalk Road CSO,,,To be Determined,UKGBNI1NB060608246,Creggan River,293224,327260,293224 327260,Discharge Point Coordinates,,,,,,,
CO000984774,Straham View Dervock CSO,,,To be Determined,UKGBNI1NE040404004,Dervock River (Dervock),297627,431476,297627 431476,Discharge Point Coordinates,,,,,,,
SP002022066,Cooneen Road WwPS,,,To be Determined,UKGBNI1NW363604051,Cleene River,244845,347150,244845 347150,Discharge Point Coordinates,,,,,,,
CO000984127,Bridge Street Keady CSO,,,To be Determined,UKGBNI1NB030307049,Clay River,284503,334063,284503 334063,Discharge Point Coordinates,,,,,,,
SP002022030,Lisnarick Road WwPS,,,To be Determined,UKGBNI1NW363604057,Ballycassidy River,223132,358400,223132 358400,Discharge Point Coordinates,,,,,,,
SP002022431,The Fairways WwPS,,,To be Determined,Undefined,Undefined,301555,352081,301555 352081,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357295,Kesh FFT CSO,,,To be Determined,Undefined,Undefined,217836,363887,217836 363887,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP004314725,Sandycove Ballywalter WwPS,,,To be Determined,Undefined,Undefined,362642,372271,362642 372271,Discharge Point Coordinates,,,,,,,
CO004356816,Aghagallon FA CSO,,,To be Determined,Undefined,Undefined,310899,364058,310899 364058,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021982,Drumhaw WwPS,,,To be Determined,UKGBNI1NW363602018,Colebrooke River (Maguiresbridge),235635,334708,235635 334708,Discharge Point Coordinates,,,,,,,
SP002021861,Manse Court WwPS,,,To be Determined,GBNI8NE028,Strangford,357742,372087,357742 372087,Discharge Point Coordinates,,,,,,,
SP002022440,Loughbrickland WwPS,,,To be Determined,UKGBNI1NB060601025,Loughbrickland Stream,310141,342056,310141 342056,Discharge Point Coordinates,,,,,,,
SP002021845,Drumquin Manse Road WwPS,,,To be Determined,UKGBNI1NW010104042,Drumquin River,233109,374513,233109 374513,Discharge Point Coordinates,,,,,,,
CO004357259,Maghery FFT CSO,,,To be Determined,Undefined,Undefined,292310,363507,292310 363507,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357307,Dyan FFT CSO,,,To be Determined,Undefined,Undefined,276399,349699,276399 349699,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022223,Tullylish WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),308224,348746,308224 348746,Discharge Point Coordinates,,,,,,,
CO004356826,Lisbellaw FA CSO,,,To be Determined,Undefined,Undefined,230032,340476,230032 340476,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022221,Derrymore Cottages WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,307874,366297,307874 366297,Discharge Point Coordinates,,,,,,,
CO004357109,Tamnaherin FFT CSO,,,To be Determined,Undefined,Undefined,251930,416447,251930 416447,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357098,Derrynoose FFT CSO,,,To be Determined,Undefined,Undefined,280152,332164,280152 332164,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003599479,Royal Court Gracehill WwPS,,,To be Determined,UKGBNI1NB030302158,River Main (Cullybackey),307392,402286,307392 402286,Discharge Point Coordinates,,,,,,,
CO004356882,Silverbridge FA CSO,,,To be Determined,Undefined,Undefined,296516,317864,296516 317864,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984384,Portadown Road CSO,,,To be Determined,UKGBNI1NB030308239,Pound River,306729,357926,306729 357926,Discharge Point Coordinates,,,,,,,
SP002021715,Bleech Green Lane WwPS,,,To be Determined,UKGBNI1NW020202015,River Roe (Benady),268973,408566,268973 408566,Discharge Point Coordinates,,,,,,,
SP002856140,Bush WwPS,,,To be Determined,UKGBNI1NB030307050,Tamnamore Stream,282887,363230,282887 363230,Discharge Point Coordinates,,,,,,,
SP002021975,Derrylin Mullyneeny WwPS,,,To be Determined,UKGBNI1NW363602063,Upper Lough Erne,227576,328507,227576 328507,Discharge Point Coordinates,,,,,,,
CO004356930,Florencecourt FA CSO,,,To be Determined,Undefined,Undefined,217592,335342,217592 335342,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356906,Saval More Cottages FA CSO,,,To be Determined,Undefined,Undefined,312207,331057,312207 331057,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002941232,Benburb Bridge Artasooly TPS,,,To be Determined,UKGBNI1NB030307043,River Blackwater (Benburb),281914,351923,281914 351923,Discharge Point Coordinates,,,,,,,
CO002966308,Townsend Street Strabane CSO,,,To be Determined,UKGBNI1NW010102074,Mourne River,235008,397137,235008 397137,Discharge Point Coordinates,,,,,,,
SP002021979,Drumcru WwPS,,,To be Determined,UKGBNI1NW363602028,Newtownbutler River,240722,325883,240722 325883,Discharge Point Coordinates,,,,,,,
SP002021757,Brambles WwPS,,,To be Determined,Undefined,Undefined,284135,367172,284135 367172,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022312,Briggs Rock WwPS,,,To be Determined,UKGBNI6NE080,Belfast Lough Outer,355037,384025,355037 384025,Discharge Point Coordinates,,,,,,,
CO004357290,Drumsurn FFT CSO,,,To be Determined,Undefined,Undefined,271696,417257,271696 417257,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984749,Ballybeg Road CSO,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,289841,367901,289841 367901,Discharge Point Coordinates,,,,,,,
SP002021704,Plantation Road WwPS,,,To be Determined,UKGBNI1NW020203028,Ballykelly River,262683,422258,262683 422258,Discharge Point Coordinates,,,,,,,
SP002021967,Edfield Way WwPS,,,To be Determined,UKGBNI1NB030307196,River Blackwater (Ratory),244447,348164,244447 348164,Discharge Point Coordinates,,,,,,,
SP002022021,Skea Granshagh WwPS,,,To be Determined,UKGBNI1NW363601044,Sillees River (Drumkeen),220491,339713,220491 339713,Discharge Point Coordinates,,,,,,,
CO004454203,Derg Fold CSO,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),226428,384301,226428 384301,Discharge Point Coordinates,,,,,,,
CO004356757,Dunloy FA CSO,,,To be Determined,Undefined,Undefined,302011,419822,302011 419822,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357316,Cross Lane 9-22 FFT CSO,,,To be Determined,Undefined,Undefined,322282,363744,322282 363744,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356796,Hamiltonsbawn FA CSO,,,To be Determined,Undefined,Undefined,295127,344482,295127 344482,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003248213,Old Bleach Green WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),312987,345440,312987 345440,Discharge Point Coordinates,,,,,,,
CO004357278,Drumquin FFT CSO,,,To be Determined,Undefined,Undefined,233267,375082,233267 375082,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022902,Ballydugennan Villas WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,300781,388766,300781 388766,Discharge Point Coordinates,,,,,,,
SP002022541,Dunavil WwPS,,,To be Determined,GBNI8NE045,South Down,328848,312292,328848 312292,Discharge Point Coordinates,,,,,,,
SP002022371,Ashleigh Grove WwPS,,,To be Determined,UKGBNI1NB060601021,Clanrye River,319023,333896,319023 333896,Discharge Point Coordinates,,,,,,,
CO004357122,Trillick FFT CSO,,,To be Determined,Undefined,Undefined,232193,355025,232193 355025,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357274,Ballygawley FFT CSO,,,To be Determined,Undefined,Undefined,262532,357130,262532 357130,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022047,Belcoo Aughrim WwPS,,,To be Determined,UKGBNI1NW363602093,Drumharriff Burn,209293,338677,209293 338677,Discharge Point Coordinates,,,,,,,
CO004356871,Fintona FA CSO,,,To be Determined,Undefined,Undefined,244741,361499,244741 361499,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984064,Clabby Road Willand CSO,,,To be Determined,UKGBNI1NW363602083,Ramult River,244141,348022,244141 348022,Discharge Point Coordinates,,,,,,,
SP002021847,Killeter Road WwPS,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),225095,384551,225095 384551,Discharge Point Coordinates,,,,,,,
SP002022401,Oxford Island WwPS,,,To be Determined,UKGBNI3NB0032,Lough Neagh,304761,362174,304761 362174,Discharge Point Coordinates,,,,,,,
SP002022116,Ardstraw Bridge WwPS,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),234936,387430,234936 387430,Discharge Point Coordinates,,,,,,,
CO004357008,Mullans FFT CSO,,,To be Determined,Undefined,Undefined,295491,417680,295491 417680,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357096,Hamiltonsbawn FFT CSO,,,To be Determined,Undefined,Undefined,295128,344483,295128 344483,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003461966,Pine Bank WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,284350,365748,284350 365748,Discharge Point Coordinates,,,,,,,
SP002021701,Ballyquin Road WwPS,,,To be Determined,UKGBNI1NW020202018,River Roe (Limavady),269007,417002,269007 417002,Discharge Point Coordinates,,,,,,,
CO000984541,Dromara FFT CSO,,,To be Determined,UKGBNI1NE050503096,River Lagan (Dromara),328759,349814,328759 349814,Discharge Point Coordinates,,,,,,,
CO004356970,Cloughey FFT CSO,,,To be Determined,Undefined,Undefined,363998,355734,363998 355734,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022741,Carsons Meadow WwPS,,,To be Determined,UKGBNI1NE050504057,Blackwater (Ards) River,343708,363999,343708 363999,Discharge Point Coordinates,,,,,,,
CO004356794,Mountfield FA CSO,,,To be Determined,Undefined,Undefined,253611,377603,253611 377603,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984237,Castlederg Parkview CSO,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),226140,384436,226140 384436,Discharge Point Coordinates,,,,,,,
SP002022467,Ashfield Manor West WwPS,,,To be Determined,UKGBNI1NB030308110,Ballybay River,299882,353419,299882 353419,Discharge Point Coordinates,,,,,,,
SP002021684,Bawn Meadows WwPS,,,To be Determined,UKGBNI1NB030308110,Ballybay River,294535,344440,294535 344440,Discharge Point Coordinates,,,,,,,
CO004356778,Lisnahall FA CSO,,,To be Determined,Undefined,Undefined,286514,376806,286514 376806,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021859,Sixmilecross West WwPS,,,To be Determined,UKGBNI1NW010102036,Glashagh Burn,257031,367751,257031 367751,Discharge Point Coordinates,,,,,,,
SP002022052,Carlton Hotel WwPS,,,To be Determined,UKGBNI1NW363604085,Erne River (Belleek),193861,359044,193861 359044,Discharge Point Coordinates,,,,,,,
SP002022942,Moneycarrie East WwPS,,,To be Determined,Undefined,Undefined,285939,419372,285939 419372,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984221,Fintona North CSO,,,To be Determined,UKGBNI1NW010104049,Quiggery Water,244588,361397,244588 361397,Discharge Point Coordinates,,,,,,,
CO002988708,Marine Parade Yacht Club CSO,,,To be Determined,UKGBNI6NE080,Belfast Lough Outer,347589,391615,347589 391615,Discharge Point Coordinates,,,,,,,
SP004256359,Magherafelt ISPS,,,To be Determined,UKGBNI1NB030303144,Magherafelt Burn,291908,391192,291908 391192,Discharge Point Coordinates,,,,,,,
SP002988699,Carrowshee West WwPS,,,To be Determined,UKGBNI1NW363602018,Colebrooke River (Maguiresbridge),235491,334389,235491 334389,Discharge Point Coordinates,,,,,,,
CO004356864,Ardground FA CSO,,,To be Determined,Undefined,Undefined,249469,407872,249469 407872,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022044,Belcoo South WwPS,,,To be Determined,UKGBNI1NW363601007,Lurgan River,208106,339158,208106 339158,Discharge Point Coordinates,,,,,,,
SP004007816,Moss Lane WwPS,,,To be Determined,UKGBNI1NE050505125,Ballynahinch River,336788,353699,336788 353699,Discharge Point Coordinates,,,,,,,
SP002022993,Seymour Drive WwPS,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,294916,425262,294916 425262,Discharge Point Coordinates,,,,,,,
CO004430552,Castleroe Ballyness CSO,,,To be Determined,GBNI8NB014,Lower Bann,285385,430234,285385 430234,Discharge Point Coordinates,,,,,,,
SP002021789,Corcreevy Close WwPS,,,To be Determined,UKGBNI1NB030308224,Tall River (Rich Hill),293856,348336,293856 348336,Discharge Point Coordinates,,,,,,,
CO002990114,Legcloghfin Road Cranagh FFT CSO,,,To be Determined,UKGBNI1NW010104040,Glenelly River,259287,392621,259287 392621,Discharge Point Coordinates,,,,,,,
CO004356910,Benburb FA CSO,,,To be Determined,Undefined,Undefined,281981,352146,281981 352146,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022115,Ardstraw River WwPS,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),235040,387389,235040 387389,Discharge Point Coordinates,,,,,,,
SP002022176,Downshire Road WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),312632,346180,312632 346180,Discharge Point Coordinates,,,,,,,
SP002021711,Burnfoot WwPS,,,To be Determined,UKGBNI1NW020202014,Bovevagh River,268071,413565,268071 413565,Discharge Point Coordinates,,,,,,,
SP002021950,Tamnabryan WwPS,,,To be Determined,Undefined,Undefined,239038,406168,239038 406168,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984144,Seacoast Road CSO,,,To be Determined,Undefined,Undefined,266252,427149,266252 427149,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356856,Lower Ballinderry FA CSO,,,To be Determined,Undefined,Undefined,312403,368051,312403 368051,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022617,Lowes Bridge WwPS,,,To be Determined,UKGBNI1NB060608246,Creggan River,293348,315438,293348 315438,Discharge Point Coordinates,,,,,,,
SP002869939,Drumadonnell Primary School WWPS,,,To be Determined,Undefined,Undefined,324468,339260,324468 339260,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356868,Sion Mills FA CSO,,,To be Determined,Undefined,Undefined,234169,393693,234169 393693,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356751,Dunmurry FA CSO,,,To be Determined,Undefined,Undefined,329639,367947,329639 367947,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021883,St Canices Park One WwPS,,,To be Determined,UKGBNI1NW020203030,Muff River,253021,420647,253021 420647,Discharge Point Coordinates,,,,,,,
SP002022889,Straw WwPS,,,To be Determined,UKGBNI1NB030308205,Moyola River (Straw),276517,393502,276517 393502,Discharge Point Coordinates,,,,,,,
CO004357163,Keady Armagh FFT CSO,,,To be Determined,Undefined,Undefined,284996,334572,284996 334572,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356827,Lisnaskea FA CSO,,,To be Determined,Undefined,Undefined,235925,334068,235925 334068,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357186,Brookeborough FFT CSO,,,To be Determined,Undefined,Undefined,238398,340606,238398 340606,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357214,Rosslea FFT CSO,,,To be Determined,Undefined,Undefined,253866,332278,253866 332278,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022984,Carrowdoon Road WwPS,,,To be Determined,Undefined,Undefined,302178,419345,302178 419345,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003075078,Grange Crescent CSO,,,To be Determined,GBNI8NE025,Belfast Lough,349105,381278,349105 381278,Discharge Point Coordinates,,,,,,,
CO000984090,Castle Archdale CSO,,,To be Determined,UKGBNI1NW363601041,Blackslee Burn,217854,358895,217854 358895,Discharge Point Coordinates,,,,,,,
SP002021693,Aughil Tircreven TPS,,,To be Determined,GBNI8NW016,Roe,269448,434254,269448 434254,Discharge Point Coordinates,,,,,,,
SP002022623,Ivy Cottages Rathfriland WwPS,,,To be Determined,UKGBNI1NB060601021,Clanrye River,317952,332982,317952 332982,Discharge Point Coordinates,,,,,,,
CO004356780,Orritor FA CSO,,,To be Determined,Undefined,Undefined,277740,379641,277740 379641,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022909,Creagh Business Park WwPS,,,To be Determined,UKGBNI1NB030301169,Lower River Bann (Toome),297126,391408,297126 391408,Discharge Point Coordinates,,,,,,,
SP002022430,Bullays Hill 1 TPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,307550,360081,307550 360081,Discharge Point Coordinates,,,,,,,
SP002022608,Carraigh Dua WwPS,,,To be Determined,UKGBNI1NB030308114,Cusher River (Windy Gap),298481,327277,298481 327277,Discharge Point Coordinates,,,,,,,
SP002022050,Cliff Road WwPS,,,To be Determined,UKGBNI1NW363604085,Erne River (Belleek),193858,359350,193858 359350,Discharge Point Coordinates,,,,,,,
SP002021707,Radison Roe Park WwPS,,,To be Determined,UKGBNI1NW020202018,River Roe (Limavady),267049,421492,267049 421492,Discharge Point Coordinates,,,,,,,
SP002022439,Drumard Primate 17-39 TPS,,,To be Determined,UKGBNI1NB030307129,Tall River (Derrycrew),297013,353089,297013 353089,Discharge Point Coordinates,,,,,,,
CO000984070,New Street Ederney CSO,,,To be Determined,UKGBNI1NW363604055,Kesh River,222059,365059,222059 365059,Discharge Point Coordinates,,,,,,,
CO004357320,Clady Tyrone FFT CSO,,,To be Determined,Undefined,Undefined,229154,393572,229154 393572,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357127,Aghagallon FFT CSO,,,To be Determined,Undefined,Undefined,310900,364059,310900 364059,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984553,Carrick Drive Mews CSO,,,To be Determined,UKGBNI1NB030308239,Pound River,309154,357617,309154 357617,Discharge Point Coordinates,,,,,,,
CO000984509,Ardmore Avenue CSO,,,To be Determined,UKGBNI1NE050505126,Blackstaff (Belfast) River,330126,370241,330126 370241,Discharge Point Coordinates,,,,,,,
